Temperature,Humidity
21.29,27.79
21.29,27.79
21.29,27.77
21.29,27.79
21.25,27.75
21.22,27.72
21.23,27.7
21.2,27.7
21.2,27.7
21.2,27.65
21.2,27.6
21.2,27.6
21.2,27.57
21.2,27.6
21.2,27.54
21.2,27.5
21.2,27.5
21.2,27.47
21.2,27.5
21.2,27.47
21.2,27.36
21.2,27.34
21.2,27.34
21.2,27.29
21.2,27.29
21.2,27.29
21.2,27.27
21.2,27.25
21.2,27.25
21.2,27.2
21.2,27.2
21.2,27.2
21.2,27.15
21.2,27.14
21.2,27.1
21.2,27.1
21.2,27.1
21.2,27.02
21.2,27
21.2,27
21.2,27
21.2,27
21.2,27
21.2,27
21.2,26.86
21.2,26.89
21.2,26.89
21.2,26.89
21.2,26.82
21.2,26.79
21.17,26.79
21.2,26.79
21.16,26.79
21.2,26.79
21.15,26.79
21.18,26.79
21.12,26.79
21.2,26.75
21.15,26.7
21.1,26.7
21.12,26.68
21.12,26.6
21.12,26.62
21.1,26.62
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.6
21.1,26.57
21.1,26.55
21.1,26.5
21.1,26.5
21.07,26.47
21.1,26.5
21.06,26.41
21.07,26.46
21.08,26.48
21.07,26.39
21.07,26.42
21.05,26.39
21.07,26.42
21,26.29
21,26.29
21.03,26.32
21.02,26.32
21.05,26.34
21.02,26.32
21.02,26.32
21.05,26.29
21,26.27
21,26.26
21,26.29
21,26.24
21,26.27
21,26.2
21,26.2
21,26.2
21,26.2
21,26.17
21,26.12
21,26.12
21,26.1
21,26.15
21,26.1
21,26.1
21,26.1
21,26.1
21,26.1
21,26
21,26
21,26
21,26
21,26
21,26
21,26
21,26
21,25.96
21,26
21,26
21,25.93
21,25.89
21,25.89
20.96,25.89
21,25.89
21,25.89
21,25.89
20.95,25.89
20.96,25.89
20.97,25.82
21,25.82
21,25.82
20.98,25.83
20.96,25.79
20.93,25.79
20.95,25.79
20.95,25.79
20.89,25.79
20.92,25.75
20.89,25.72
20.96,25.7
20.89,25.7
20.91,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.92,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.89,25.7
20.89,25.6
20.86,25.57
20.89,25.6
20.89,25.6
20.87,25.58
20.89,25.6
20.89,25.6
20.89,25.52
20.89,25.52
20.89,25.5
20.89,25.5
20.89,25.5
20.89,25.5
20.89,25.5
20.86,25.46
20.89,25.47
20.89,25.39
20.89,25.42
20.89,25.39
20.89,25.39
20.89,25.39
20.89,25.39
20.89,25.39
20.86,25.36
20.86,25.36
20.86,25.36
20.89,25.39
20.89,25.37
20.89,25.36
20.89,25.29
20.89,25.32
20.89,25.29
20.86,25.27
20.89,25.29
20.89,25.27
20.89,25.22
20.89,25.29
20.89,25.29
20.89,25.29
20.92,25.25
20.89,25.2
20.89,25.22
20.89,25.2
20.89,25.22
20.92,25.2
20.89,25.2
20.89,25.2
20.89,25.2
20.89,25.2
20.89,25.2
20.89,25.2
20.89,25.2
20.89,25.13
20.89,25.16
20.92,25.12
20.92,25.1
20.92,25.1
20.89,25.1
20.89,25.1
20.89,25.1
20.89,25.08
20.89,25.12
20.89,25.1
20.89,25.08
20.89,25.07
20.89,25
20.89,25.02
20.89,25.05
20.89,25
20.89,25.02
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,25
20.89,24.97
20.86,24.92
20.89,24.92
20.89,24.97
20.89,24.95
20.89,24.89
20.89,24.89
20.89,24.89
20.89,24.89
20.89,24.89
20.89,24.93
20.89,24.93
20.89,24.93
20.83,24.87
20.89,24.89
20.84,24.89
20.89,24.95
20.86,24.86
20.89,25
20.87,24.93
20.84,24.92
20.89,24.97
20.86,24.93
20.86,24.97
20.86,24.86
20.86,24.92
20.89,24.91
20.89,24.93
20.89,25
20.86,24.89
20.89,24.93
20.89,24.98
20.85,24.96
20.89,25
20.89,25
20.87,24.98
20.86,24.93
20.86,24.97
20.83,24.93
20.82,24.93
20.89,25
20.87,24.98
20.84,24.92
20.84,24.95
20.82,24.93
20.82,24.93
20.81,24.91
20.79,24.89
20.86,24.97
20.86,24.93
20.84,24.95
20.79,24.92
20.79,24.89
20.79,24.93
20.81,24.96
20.79,24.89
20.79,24.98
20.79,24.96
20.79,25
20.79,25
20.84,25
20.79,25
20.79,25
20.82,24.93
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,25
20.79,24.96
20.82,24.95
20.81,24.93
20.79,24.97
20.79,24.96
20.79,24.89
20.79,24.89
20.79,24.97
20.79,24.89
20.79,24.89
20.79,24.91
20.79,24.89
20.79,24.89
20.79,24.95
20.79,24.96
20.79,24.96
20.79,24.97
20.79,24.95
20.79,24.89
20.79,24.89
20.79,24.89
20.79,24.95
20.79,25
20.79,25
20.76,25
20.77,25
20.75,25
20.77,25
20.77,25
20.77,25
20.79,25
20.79,25
20.77,25
20.79,25
20.73,25.07
20.72,25.04
20.73,25.07
20.72,25.1
20.7,25.07
20.74,25.1
20.73,25.1
20.7,25.05
20.73,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.68,25.12
20.7,25.12
20.68,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.68,25.1
20.67,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.66,25.1
20.63,25.1
20.62,25.1
20.68,25.18
20.68,25.12
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25.1
20.65,25.07
20.7,25.1
20.68,25.07
20.7,25.1
20.68,25.07
20.7,25.1
20.65,25.05
20.7,25.1
20.7,25.1
20.7,25.1
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,25
20.7,24.96
20.7,24.98
20.7,24.97
20.7,24.97
20.7,25
20.7,25
20.7,24.89
20.7,24.89
20.7,24.85
20.7,24.89
20.7,24.84
20.7,24.79
20.7,24.86
20.7,24.82
20.7,24.87
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.75,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.79
20.7,24.75
20.7,24.77
20.7,24.76
20.7,24.72
20.7,24.7
20.7,24.7
20.7,24.68
20.7,24.68
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.65
20.7,24.65
20.7,24.66
20.7,24.7
20.7,24.65
20.7,24.67
20.7,24.63
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.63
20.7,24.7
20.7,24.6
20.7,24.6
20.7,24.64
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.63
20.7,24.63
20.7,24.62
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.57
20.7,24.5
20.7,24.53
20.7,24.57
20.7,24.6
20.7,24.5
20.7,24.5
20.7,24.53
20.7,24.56
20.7,24.53
20.7,24.6
20.7,24.6
20.7,24.6
20.7,24.57
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.62,24.41
20.7,24.5
20.7,24.5
20.68,24.47
20.67,24.46
20.62,24.42
20.7,24.5
20.68,24.48
20.67,24.46
20.7,24.5
20.7,24.5
20.68,24.47
20.7,24.5
20.68,24.47
20.7,24.5
20.63,24.43
20.67,24.46
20.6,24.39
20.67,24.46
20.68,24.47
20.64,24.43
20.7,24.5
20.67,24.46
20.64,24.43
20.6,24.39
20.65,24.45
20.62,24.42
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.62,24.42
20.6,24.39
20.62,24.42
20.62,24.41
20.62,24.42
20.62,24.42
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.34
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.36
20.6,24.34
20.6,24.39
20.6,24.36
20.62,24.32
20.63,24.32
20.62,24.32
20.66,24.31
20.6,24.2
20.6,24.2
20.6,24.2
20.62,24.29
20.62,24.24
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.63,24.23
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.57,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.57,24.2
20.53,24.2
20.55,24.2
20.57,24.2
20.56,24.2
20.52,24.2
20.53,24.2
20.55,24.2
20.6,24.2
20.6,24.1
20.6,24.18
20.6,24.1
20.67,24.17
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.03
20.6,24.08
20.63,24.07
20.6,24.05
20.62,24.05
20.6,24
20.6,24.05
20.6,24
20.6,24.02
20.57,24.07
20.52,24.1
20.57,24.1
20.52,24.1
20.54,24.1
20.5,24.1
20.5,24.15
20.52,24.1
20.5,24.2
20.5,24.2
20.5,24.2
20.52,24.1
20.54,24.1
20.5,24.1
20.57,24.1
20.5,24.1
20.5,24.1
20.52,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.52,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.47,24.05
20.5,24.07
20.47,24.02
20.43,23.96
20.47,24.0
20.46,23.96
20.5,24
20.48,23.98
20.45,23.95
20.5,24
20.39,23.89
20.47,23.89
20.5,23.89
20.46,23.85
20.43,23.82
20.46,23.86
20.45,23.82
20.45,23.82
20.42,23.75
20.43,23.76
20.42,23.72
20.47,23.77
20.39,23.7
20.43,23.74
20.43,23.73
20.39,23.7
20.42,23.72
20.47,23.77
20.48,23.89
20.5,23.89
20.5,23.89
20.5,23.89
20.55,23.95
20.52,24
20.52,24
20.6,24.08
20.6,24.1
20.6,24.18
20.6,24.2
20.6,24.2
20.63,24.23
20.66,24.2
20.62,24.18
20.66,24.22
20.68,24.34
20.7,24.5
20.7,24.65
20.7,24.7
20.7,24.77
20.71,24.79
20.7,24.79
20.75,24.87
20.77,24.89
20.77,24.96
20.79,24.98
20.79,25
20.79,25.0
20.81,25.02
20.86,25.07
20.82,25.03
20.86,25.07
20.84,25.05
20.87,25.16
20.89,25.2
20.87,25.27
20.84,25.2
20.89,25.27
20.86,25.36
20.84,25.34
20.87,25.37
20.87,25.37
20.84,25.34
20.86,25.36
20.89,25.39
20.89,25.35
20.89,25.33
20.89,25.34
20.91,25.39
20.95,25.39
20.97,25.39
20.96,25.39
21,25.39
21,25.41
21,25.39
21,25.36
21,25.29
21,25.29
21,25.25
21,25.2
21,25.2
21,25.2
21.02,25.22
21.08,25.2
21.07,25.2
21.12,25.2
21.15,25.22
21.2,25.23
21.2,25.18
21.2,25.1
21.2,25.14
21.21,25.21
21.2,25.2
21.2,25.2
21.2,25.22
21.21,25.29
21.2,25.29
21.2,25.36
21.2,25.37
21.22,25.34
21.24,25.33
21.29,25.47
21.29,25.43
21.27,25.41
21.29,25.57
21.29,25.67
21.34,25.79
21.41,25.87
21.5,26
21.5,26.08
21.6,26.15
21.66,26.22
21.7,26.27
21.72,26.22
21.79,26.39
21.81,26.27
21.86,26.32
21.89,26.32
21.89,26.32
21.95,26.22
22,26.12
22,26.07
22.09,26.13
22.1,26.1
22.1,26.1
22.14,26.0
22.2,26
22.29,25.96
22.29,25.89
22.29,25.86
22.32,25.81
22.39,25.7
22.39,25.68
22.45,25.65
22.5,25.67
22.5,25.6
22.57,25.6
22.6,25.6
22.6,25.47
22.7,25.5
22.7,25.46
22.72,25.42
22.77,25.32
22.79,25.46
22.82,25.39
22.89,25.39
22.89,25.39
22.91,25.39
22.97,25.39
23,25.39
23.02,25.42
23.1,25.5
23.1,25.5
23.2,25.5
23.2,25.5
23.2,25.5
23.29,25.6
23.29,25.6
23.31,25.6
23.39,25.6
23.36,25.6
23.39,25.6
23.46,25.66
23.5,25.72
23.58,25.74
23.6,25.89
23.64,25.95
23.67,26.07
23.7,26.12
23.72,26.1
23.79,26.12
23.75,26.2
23.79,26.31
23.79,26.32
23.89,26.39
23.89,26.36
23.89,26.29
23.98,26.38
24,26.36
24.05,26.34
24.08,26.37
24.1,26.57
24.1,26.47
24.1,26.15
24.1,25.96
24.1,25.92
24.1,25.89
24.1,25.83
24.18,25.84
24.2,25.89
24.2,25.89
24.2,25.89
24.2,25.89
24.22,25.91
24.26,25.89
24.29,25.98
24.29,25.85
24.29,25.7
24.33,25.74
24.33,25.7
24.36,25.7
24.41,25.68
5666666666667
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.7,24.5
20.62,24.412
20.7,24.5
20.7,24.5
20.675,24.4725
20.6666666666667,24.4633333333333
20.625,24.4175
20.7,24.5
20.68,24.478
20.6666666666667,24.4633333333333
20.7,24.5
20.7,24.5
20.675,24.4725
20.7,24.5
20.675,24.4725
20.7,24.5
20.6333333333333,24.4266666666667
20.6666666666667,24.4633333333333
20.6,24.39
20.6666666666667,24.4633333333333
20.675,24.4725
20.64,24.434
20.7,24.5
20.6666666666667,24.4633333333333
20.64,24.434
20.6,24.39
20.65,24.445
20.625,24.4175
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.625,24.4175
20.6,24.39
20.625,24.4175
20.62,24.412
20.625,24.4175
20.625,24.4175
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.34
20.6,24.39
20.6,24.39
20.6,24.39
20.6,24.365
20.6,24.34
20.6,24.39
20.6,24.365
20.6166666666667,24.3233333333333
20.6333333333333,24.3233333333333
20.625,24.315
20.66,24.312
20.6,24.2
20.6,24.2
20.6,24.2
20.625,24.2925
20.62,24.236
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6333333333333,24.23
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.575,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.6,24.2
20.575,24.2
20.5333333333333,24.2
20.55,24.2
20.575,24.2
20.56,24.2
20.52,24.2
20.5333333333333,24.2
20.55,24.2
20.6,24.2
20.6,24.1
20.6,24.175
20.6,24.1
20.6666666666667,24.1666666666667
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.1
20.6,24.0333333333333
20.6,24.08
20.6333333333333,24.0666666666667
20.6,24.05
20.625,24.05
20.6,24
20.6,24.05
20.6,24
20.6,24.02
20.575,24.075
20.525,24.1
20.5666666666667,24.1
20.525,24.1
20.54,24.1
20.5,24.1
20.5,24.15
20.525,24.1
20.5,24.2
20.5,24.2
20.5,24.2
20.525,24.1
20.54,24.1
20.5,24.1
20.5666666666667,24.1
20.5,24.1
20.5,24.1
20.52,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.52,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.5,24.1
20.4725,24.05
20.5,24.075
20.4725,24.0225
20.4266666666667,23.96
20.4725,23.9975
20.456,23.956
20.5,24
20.478,23.978
20.445,23.945
20.5,24
20.39,23.89
20.4725,23.89
20.5,23.89
20.456,23.85
20.4266666666667,23.8233333333333
20.4633333333333,23.8566666666667
20.445,23.8233333333333
20.445,23.8175
20.4175,23.7475
20.4266666666667,23.76
20.4175,23.7225
20.4725,23.7675
20.39,23.7
20.434,23.736
20.4266666666667,23.73
20.39,23.7
20.4175,23.7225
20.4725,23.7675
20.4816666666667,23.89
20.5,23.89
20.5,23.89
20.5,23.89
20.55,23.945
20.52,24
20.525,24
20.6,24.0833333333333
20.6,24.1
20.6,24.175
20.6,24.2
20.6,24.2
20.6333333333333,24.23
20.66,24.2
20.625,24.175
20.66,24.216
20.675,24.34
20.7,24.5
20.7,24.65
20.7,24.7
20.7,24.7675
20.7128571428571,24.79
20.7,24.79
20.754,24.87
20.775,24.89
20.772,24.956
20.79,24.978
20.79,25
20.79,24.9975
20.81,25.02
20.865,25.075
20.8233333333333,25.0333333333333
20.8566666666667,25.0666666666667
20.84,25.05
20.87,25.16
20.89,25.2
20.8733333333333,25.275
20.84,25.1975
20.89,25.272
20.865,25.365
20.84,25.34
20.8733333333333,25.3733333333333
20.87,25.37
20.84,25.34
20.865,25.365
20.89,25.39
20.89,25.35
20.89,25.33
20.89,25.34
20.912,25.39
20.945,25.39
20.9725,25.39
20.956,25.39
21,25.39
21,25.412
21,25.39
21,25.3566666666667
21,25.29
21,25.29
21,25.245
21,25.2
21,25.2
21,25.2
21.025,25.2225
21.0833333333333,25.2
21.0666666666667,25.2
21.1166666666667,25.2
21.15,25.2225
21.2,25.2283333333333
21.2,25.18
21.2,25.1
21.2,25.14
21.215,25.215
21.2,25.2
21.2,25.2
21.2,25.218
21.215,25.2916666666667
21.2,25.29
21.2,25.3566666666667
21.2,25.37
21.2225,25.34
21.236,25.33
21.29,25.4725
21.29,25.4266666666667
21.272,25.412
21.29,25.575
21.29,25.6725
21.34,25.79
21.412,25.872
21.5,26
21.5,26.08
21.6,26.15
21.66,26.216
21.7,26.2675
21.7225,26.2225
21.79,26.39
21.81,26.274
21.865,26.315
21.89,26.315
21.89,26.315
21.945,26.2225
22,26.12
22,26.0666666666667
22.0857142857143,26.1285714285714
22.1,26.1
22.1,26.1
22.14,25.998
22.2,26
22.29,25.9633333333333
22.29,25.89
22.29,25.8566666666667
22.3233333333333,25.8066666666667
22.39,25.7
22.39,25.68
22.445,25.65
22.5,25.6666666666667
22.5,25.6
22.5666666666667,25.6
22.6,25.6
22.6,25.4725
22.7,25.5
22.7,25.456
22.7225,25.4175
22.7675,25.315
22.79,25.456
22.8233333333333,25.3933333333333
22.89,25.39
22.89,25.39
22.9083333333333,25.39
22.9725,25.39
23,25.39
23.025,25.4175
23.1,25.5
23.1,25.5
23.2,25.5
23.2,25.5
23.2,25.5
23.29,25.6
23.29,25.6
23.31,25.6
23.39,25.6
23.365,25.6
23.39,25.6
23.456,25.66
23.5,25.718
23.58,25.736
23.6,25.89
23.64,25.954
23.6666666666667,26.0666666666667
23.7,26.12
23.718,26.1
23.79,26.125
23.745,26.2
23.79,26.31
23.79,26.315
23.89,26.39
23.89,26.365
23.89,26.29
23.9842857142857,26.3757142857143
24,26.365
24.05,26.34
24.08,26.37
24.1,26.5666666666667
24.1,26.4725
24.1,26.154
24.1,25.958
24.1,25.918
24.1,25.8925
24.1,25.832
24.175,25.84
24.2,25.8916666666667
24.2,25.89
24.2,25.89
24.2,25.89
24.218,25.912
24.26,25.8916666666667
24.29,25.978
24.29,25.852
24.29,25.7
24.33,25.736
24.33,25.7
24.3566666666667,25.7
24.4083333333333,25.6816666666667
